,trend,total_volume,social_buzz,retail_distribution
2180,driver cap,26000.0,0,82
2181,taro chips,51400.0,1,0
2182,best conditioner,46000.0,10,217
2183,colorblock dress,73700.0,46,1956
2184,mens travel wallet,28100.0,0,395
2185,check shirts,48800.0,3,10127
2186,holiday quilts,19920.0,0,26
2187,leather pumps,56800.0,65,31179
2188,dullness,49200.0,49,4483
2189,triangle scarf,27700.0,10,89
2190,studded shoes,46800.0,6,13861
2191,oversized watch,40600.0,1,693
2192,tweed pants,30600.0,5,313
2193,crop top bikini,86500.0,19,587
2194,brittle hair,42800.0,14,698
2195,mens stainless steel watch,28500.0,0,32469
2196,bell sleeve top,45400.0,44,1662
2197,mens cycling shoes,50000.0,0,374
2198,short jacket,53400.0,13,2987
2199,envelope wallet,36900.0,1,209
2200,mens denim,25700.0,5,36048
2201,ombre sweater,21400.0,3,315
2202,mens fur jacket,24760.0,0,539
2203,braided bracelets,40600.0,1,979
2204,delicate necklace,30900.0,26,5376
2205,leopard sneakers,56200.0,3,401
2206,zip cardigan,26460.0,7,1043
2207,sexy slip,40600.0,7,518
2208,turtleneck top,41800.0,14,1672
2209,striped skirt,67300.0,79,4428
2210,cocoon sweater,36000.0,7,394
2211,womens western shirts,57000.0,0,535
2212,challis,56600.0,11,593
2213,mid heels,42100.0,26,4878
2214,suede pants,28980.0,10,1058
2215,faux leather boots,24380.0,0,4380
2216,cropped leggings,116700.0,19,940
2217,permanent eyelashes,38400.0,0,50
2218,square ring,32100.0,7,2328
2219,teddy coat,32890.0,2,43
2220,tailored shirts,45400.0,5,5990
2221,silk skirt,64400.0,47,11694
2222,platinum watch,38400.0,0,625
2223,cape top,26600.0,8,424
2224,rose lip,51400.0,15,1473
2225,maternity cardigan,41500.0,39,256
2226,belt bags,44500.0,2,1282
2227,enlarged pores,34800.0,13,317
2228,leopard print jacket,29600.0,4,234
2229,tailored suit,52200.0,19,2036
2230,ruffle skirt,75500.0,42,2327
2231,butt-lift jeans,41400.0,0,76
2232,oil cleanser,47200.0,29,879
2233,pointed toe pumps,67500.0,47,10966
2234,mens cowboy hats,59800.0,0,301
2235,cap sleeve dress,90100.0,42,9342
2236,layered sweater,22920.0,4,5738
2237,mother of pearl watch,31900.0,0,7818
2238,mary jane flats,82800.0,2,1216
2239,canvas satchel,43400.0,0,615
2240,western boot,47900.0,13,3088
2241,up-dos,77100.0,0,5245
2242,running skirt,101800.0,0,606
2243,suede gloves,20870.0,0,166
2244,eyebrow pomade,30500.0,2,18
2245,lace gown,57800.0,155,5453
2246,open back top,86800.0,17,3316
2247,petite skirts,72300.0,2,1503
2248,cubeez,40900.0,0,0
2249,long sleeve sweater,30000.0,8,35516
2250,shortboard,90400.0,3,3
2251,mermaid gown,59400.0,95,799
2252,camp shirt,102000.0,16,385
2253,healthy chips,71700.0,0,93
2254,glass earrings,42300.0,4,5282
2255,mens fair isle sweater,13920.0,0,133
2256,boiled,53400.0,248,683
2257,plus size intimates,48400.0,4,10989
2258,poplin shirt,54900.0,45,4703
2259,pixie pants,53200.0,3,49
2260,reversible jacket,30800.0,81,586
2261,swim dresses,180900.0,1,1270
2262,plus size maxi skirt,140300.0,1,286
2263,mother of pearl necklace,47500.0,8,4
2264,mens gold necklaces,28800.0,0,371
2265,babybump,58400.0,324,0
2266,high waisted underwear,40100.0,1,79
2267,mens shawl cardigan,26860.0,0,397
2268,calvin klein tshirt,34300.0,0,289
2269,low heel pumps,71000.0,0,1092
2270,field boots,37100.0,2,124
2271,calvin klein dress shirts,40400.0,0,380
2272,lasercut,52400.0,49,159
2273,leather saddle bag,40400.0,20,1904
2274,crepe de chine,69300.0,39,2788
2275,petit vour,49000.0,0,0
2276,leather hobo bag,47700.0,12,4213
2277,plus size romper,109000.0,1,105
2278,seamless leggings,46000.0,12,124
2279,mens rash guard,97600.0,0,123
2280,capri jeans,193800.0,11,1429
2281,petite lingerie,38700.0,4,703
2282,pussy bow blouse,137300.0,9,184
2283,charcoal gray,46700.0,12,3520
2284,tulip dress,73500.0,12,754
2285,flyaway cardigan,42100.0,0,427
2286,double breasted jacket,45500.0,29,3935
2287,gingham dress,117600.0,33,372
2288,shantung,77400.0,36,1286
2289,color blocking,78000.0,71,9024
2290,long shorts,109000.0,9,1521
2291,mens yoga,36500.0,0,119
2292,cleansing balm,55800.0,32,226
2293,flared trousers,73200.0,19,6004
2294,silk pants,56600.0,23,9477
2295,fringe sandals,245000.0,128,2049
2296,leather jumpsuit,58700.0,1,134
2297,rimless sunglasses,65600.0,3,439
2298,hair bump,52400.0,1,74
2299,mens corduroy jacket,34300.0,0,197
2300,wool blend coat,27640.0,1,1768
2301,dried prunes,50600.0,0,1
2302,radio disney music awards,283300.0,7,0
2303,plus size capris,193100.0,0,954
2304,lace up pumps,41800.0,37,1164
2305,mens low cut socks,41200.0,0,537
2306,lip treatment,47200.0,62,451
2307,glitter flats,41000.0,7,809
2308,skinny fit jeans,28100.0,24,8734
2309,keyhole dress,50000.0,14,9218
2310,floral print dress,102300.0,139,10115
2311,glitter sneakers,42400.0,9,647
2312,asymmetrical top,41100.0,19,5339
2313,crocodile skin,52600.0,5,93
2314,canvas boots,54600.0,2,927
2315,plus size shirt,51100.0,16,5746
2316,crew sweatshirt,27680.0,36,3329
2317,nude lace dress,60800.0,1,2959
2318,luxury sheets,42100.0,3,1228
2319,tweed dress,44200.0,9,1383
2320,a line midi skirt,53900.0,11,1174
2321,mock neck top,28180.0,9,933
2322,facial mist,51600.0,14,155
2323,vmas,880500.0,24,0
2324,short sleeve button down,66200.0,18,3960
2325,hand bracelet,60600.0,30,2353
2326,bow heels,50400.0,8,5920
2327,recordable storybook,17670.0,0,2
2328,pocket shirt,42700.0,45,63763
2329,celebrity endorsement,60400.0,19,14
2330,odroid u3,104600.0,0,0
2331,watch leather strap,43300.0,0,9456
2332,mens motorcycle jacket,66900.0,0,118
2333,ruffle dress,80400.0,158,9337
2334,cuban heel,50400.0,1,554
2335,cotton cardigan,54100.0,7,7459
2336,cream lace dress,83700.0,10,825
2337,smoking slippers,40200.0,14,325
2338,striped top,84400.0,179,19704
2339,luminizer,50600.0,44,215
2340,reefer jacket,35200.0,1,20
2341,tapered pants,40500.0,1,21998
2342,levis womens jeans,54600.0,0,521
2343,arm bracelet,93000.0,1,655
2344,sleeping pack,59800.0,3,92
2345,beaded top,45000.0,8,3765
2346,mens slim fit shirt,41900.0,0,17378
2347,mens velvet jacket,27200.0,0,109
2348,dried plums,54600.0,0,36
2349,world music awards,78400.0,1,17
2350,billboard music awards,624800.0,78,0
2351,animal print dress,75000.0,3,912
2352,crystal watch,38100.0,6,22141
2353,belted coat,27760.0,17,1800
2354,mock neck dress,27000.0,16,1019
2355,slingback heels,57600.0,7,7978
2356,mens tapered jeans,33600.0,0,2477
2357,high waisted pencil skirt,64200.0,4,823
2358,sequin gown,44700.0,52,2748
2359,high waisted panties,40900.0,0,541
2360,plaid blazer,40800.0,8,807
2361,k beauty,30300.0,82,417
2362,eyeshadow pencil,41600.0,19,124
2363,leather flats,78600.0,22,29589
2364,dried strawberries,72600.0,3,12
2365,wet hair,58400.0,74,2338
2366,olive dress,42100.0,5,1376
2367,petite sweater,19410.0,0,2967
2368,tank watch,41600.0,5,270
2369,kimono top,101500.0,9,1249
2370,cuffed pants,53400.0,3,4358
2371,swing top,64700.0,36,1355
2372,satin pants,42900.0,3,3717
2373,bubble skirt,61300.0,0,138
2374,distressed skinny jeans,55200.0,69,2334
2375,batwing top,87300.0,5,270
2376,mens snow shoes,19810.0,0,437
2377,mens striped socks,27000.0,0,2180
2378,platinum bracelet,40100.0,1,271
2379,lash primer,41500.0,16,191
2380,silk slip,48000.0,65,4762
2381,espys,649100.0,0,13
2382,a-line midi skirt,53900.0,0,1174
2383,slimming leggings,57400.0,2,1537
2384,open shoulder top,63400.0,2,7951
2385,chloe paraty,55600.0,1,56
2386,wrap scarf,26180.0,8,21054
2387,fine lines,55800.0,275,246
2388,faille,76200.0,86,1018
2389,3-d printing,65900.0,0,702
2390,ankle strap pumps,66400.0,18,4323
2391,boucle jacket,76500.0,1,986
2392,turban hat,51600.0,0,38
2393,tolani,111100.0,159,317
2394,dark blue dress,62200.0,0,1683
2395,mens sport shoes,53400.0,0,3474
2396,knee length skirt,90000.0,33,17297
2397,purple lace dress,85200.0,5,358
2398,ankle jeans,92200.0,83,6326
2399,box clutch,72000.0,41,1266
2400,wood necklace,55600.0,5,515
2401,mens silver watch,37500.0,0,22112
2402,comfort boots,40470.0,0,12336
2403,one shoulder top,102000.0,26,5589
2404,lip moisturizer,43900.0,2,3314
2405,bow blouse,54800.0,25,764
2406,waterski,101100.0,4,11
2407,linen trousers,213300.0,17,5159
2408,peep toe pumps,136600.0,37,4683
2409,body con,71700.0,63,771
2410,dolman top,64400.0,8,2229
2411,broga,96700.0,1,1
2412,maternity skirt,85500.0,2,248
2413,travel garment bag,64700.0,0,126
2414,mens chelsea boot,43300.0,1,1124
2415,tulle midi skirt,62700.0,3,73
2416,hamsa hand necklace,52600.0,1,82
2417,strapless top,135300.0,19,743
2418,pleated mini skirt,67500.0,8,2348
2419,hummingboard,90200.0,91,0
2420,black mascara,55600.0,29,2140
2421,mens shearling jacket,35740.0,0,171
2422,cashmere pants,26280.0,0,675
2423,womens denim shirts,59800.0,0,3726
2424,scuba dress,93700.0,35,1920
2425,silk top,77700.0,124,40805
2426,short sleeve dress,127800.0,76,42264
2427,hair supplements,73500.0,7,93
2428,eye brush,41700.0,18,1080
2429,cubic zirconia bracelet,37100.0,2,1741
2430,yellow watch,56600.0,3,5368
2431,stone ring,65400.0,65,33503
2432,contour cream,47300.0,22,1496
2433,oil free foundation,74100.0,13,832
2434,mask sheet,46100.0,13,340
2435,bridal underwear,135400.0,0,11
2436,mens tote bag,54600.0,1,948
2437,lace jacket,119300.0,39,1771
2438,unlined bra,64200.0,14,1007
2439,crystal drop earrings,56800.0,13,5171
2440,plus size bathing suit,149600.0,0,2351
2441,polka dot blouse,84900.0,11,324
2442,lengthening mascara,47900.0,27,743
2443,julep maven,115500.0,0,0
2444,air cushion,72900.0,13,2877
2445,statement ring,52800.0,26,2361
2446,rectangular watch,41000.0,1,834
2447,mens cross training shoes,75000.0,0,232
2448,leather bucket bag,70500.0,39,2494
2449,lace romper,96500.0,114,1011
2450,zip sweater,30780.0,6,3305
2451,mens distressed jeans,47800.0,0,2362
2452,boucle coat,40080.0,0,348
2453,active leggings,32400.0,14,398
2454,black and white stripes,74400.0,51,7565
2455,tie chain,42000.0,1,487
2456,houndstooth dress,54700.0,5,459
2457,slouchy sweater,40700.0,6,917
2458,band ring,47600.0,57,21734
2459,mother of pearl earrings,61000.0,13,5
2460,mens knit hat,18500.0,0,2536
2461,mens slim jeans,41000.0,0,6538
2462,nose mask,50200.0,2,73
2463,fringe necklace,48600.0,48,1546
2464,lace cami,67800.0,29,4693
2465,long sleeve gown,56500.0,27,1417
2466,plaid suit,42700.0,14,558
2467,chiffon maxi skirt,150800.0,11,147
2468,yellow green,63000.0,38,4833
2469,kohl eyeliner,63000.0,10,20
2470,plus size blouse,64400.0,1,1759
2471,mens lounge shorts,33800.0,0,189
2472,plus size lace dress,102300.0,2,1315
2473,power suit,61800.0,45,4572
2474,floral top,103400.0,182,12684
2475,lace pants,84000.0,21,2130
2476,blouse dress,51800.0,2,1024
2477,mens credit card holder,33800.0,0,294
2478,mens sport watch,49200.0,0,2644
2479,mens chino pants,48800.0,0,19868
2480,primer for oily skin,56400.0,2,58
2481,11 inch laptop sleeve,55300.0,0,10
2482,mens wool scarf,18650.0,0,1112
2483,straight jeans,65900.0,85,15941
2484,short sleeve sweater,69000.0,16,7753
2485,maternity tunic,64600.0,72,251
2486,knit top,47100.0,122,25062
2487,waxed cotton jacket,49200.0,2,229
2488,peplum sweater,32540.0,3,154
2489,wine dress,47200.0,0,665
2490,full coverage bra,60000.0,4,1218
2491,striped t shirt,101800.0,102,3374
2492,vintage lace,88200.0,53,1643
2493,cropped pants,140900.0,72,8935
2494,nylon jacket,66200.0,33,4817
2495,skinny jean,55200.0,146,21759
2496,dolman sleeve,62700.0,34,5333
2497,tech backpack,56100.0,1,284
2498,studded heels,71700.0,13,9154
2499,white bandage dress,90300.0,0,83
2500,strapless jumpsuit,84900.0,13,395
2501,short robe,34100.0,0,474
2502,flannel pajama,21140.0,0,122
2503,levis pants,55800.0,0,176
2504,dark gray,56800.0,43,6189
2505,white maxi skirt,148600.0,0,883
2506,knee high wedge boots,36160.0,0,172
2507,matte makeup,50200.0,27,4671
2508,square glasses,50600.0,2,4954
2509,flatform sandals,221500.0,18,628
2510,natural lipstick,49400.0,28,0
2511,cotton bag,71900.0,15,9513
2512,mens penny loafers,55800.0,0,1809
2513,mini bags,61000.0,40,10326
2514,corduroy jeans,45200.0,1,148
2515,mens gold earrings,38800.0,0,126
2516,brown diamond,32300.0,8,1130
2517,boar brush,62200.0,5,300
2518,light wash jeans,52600.0,16,4757
2519,bronzing powder,59600.0,39,554
2520,half zip sweater,27600.0,2,903
2521,quilted bag,76200.0,17,5088
2522,crocodile boots,45000.0,2,251
2523,cuticle care,76200.0,0,1627
2524,nylon backpack,72800.0,17,999
2525,cocoon cardigan,72000.0,13,273
2526,pleated maxi skirt,150000.0,9,412
2527,cracked lips,64700.0,2,131
2528,balconette,90900.0,75,946
2529,mock neck sweater,27740.0,7,469
2530,maternity panties,84600.0,1,231
2531,tie neck blouse,63200.0,13,1417
2532,cotton jacket,71900.0,37,20649
2533,nylon tote,89700.0,13,1086
2534,mens trunks,74000.0,0,411
2535,cmts,108400.0,0,2
2536,mens suit jacket,59200.0,0,4394
2537,caffe americano,75000.0,0,1
2538,plus size outerwear,74520.0,0,1008
2539,tulip skirt,100600.0,3,189
2540,uffie,96300.0,5,2
2541,wrap cardigan,63900.0,6,1079
2542,mens wool sweater,30700.0,0,10208
2543,mens money clip wallet,43100.0,0,1569
2544,mens button down shirt,29700.0,0,18793
2545,mens tungsten rings,64400.0,0,232
2546,petite coat,49180.0,0,1054
2547,knee length dress,114500.0,36,19140
2548,tortoise shell glasses,71100.0,3,371
2549,clay masks,54400.0,7,448
2550,cropped jacket,98100.0,77,3620
2551,suede pumps,68600.0,109,10019
2552,quarter zip sweater,29490.0,2,373
2553,emerald dress,72800.0,8,745
2554,drawstring pants,100600.0,20,7364
2555,hi top,76500.0,54,3325
2556,fringe handbag,83100.0,11,4300
2557,cotton t shirt,71000.0,42,48893
2558,uneven skin tone,94500.0,25,831
2559,hair contouring,60780.0,9,732
2560,glass necklace,53900.0,3,5684
2561,thyme oil,68100.0,5,225
2562,mens knee high socks,46600.0,0,34
2563,kajal eyeliner,73500.0,4,95
2564,double monk strap shoes,65900.0,2,316
2565,fleece cardigan,34560.0,0,94
2566,jacquard dress,71900.0,57,5909
2567,charcoal teeth whitening,59700.0,0,2
2568,chamomile oil,72000.0,1,1186
2569,sharkskin suit,78600.0,0,232
2570,lip tar,112300.0,14,20
2571,black bandage dress,71600.0,0,394
2572,hair texture,87600.0,82,3272
2573,slingback pumps,142300.0,16,2993
2574,plus size skirt,94800.0,38,1447
2575,cadet hat,87900.0,0,96
2576,netduino,100700.0,0,0
2577,leather suitcase,77400.0,5,87
2578,pastelle,57500.0,50,4344
2579,womens undershirts,47600.0,0,318
2580,mens graphic tee,45000.0,1,17744
2581,sleeveless coat,81300.0,14,308
2582,filigree earrings,58300.0,7,1039
2583,pussy bow,28700.0,31,278
2584,leather top,82400.0,52,3896
2585,draping,96300.0,1154,12109
2586,shell jacket,52200.0,18,2570
2587,wool tie,50400.0,15,909
2588,two tone watch,47400.0,7,5828
2589,pave ring,51700.0,10,7743
2590,ankle strap flats,132100.0,7,1104
2591,v neck shirt,67400.0,23,4142
2592,fatigues,78600.0,243,3160
2593,knits,80700.0,435,138214
2594,mens denim vest,86400.0,0,158
2595,shimmer eyeshadow,57700.0,37,476
2596,patent boots,51500.0,10,2363
2597,womens plus jeans,41600.0,0,3396
2598,charmeuse,92700.0,49,1919
2599,mens varsity jacket,46400.0,0,264
2600,skimmers,96300.0,53,434
2601,lip cream,55300.0,58,740
2602,cold shoulder sweater,29600.0,5,1383
2603,yoga tank,78600.0,6,808
2604,illusion dress,144400.0,63,4380
2605,styling gel,72000.0,15,1008
2606,calvin klein suit,76200.0,0,275
2607,white lace,118100.0,297,17290
2608,vintage blouse,78900.0,5,323
2609,dried blueberries,88200.0,9,7
2610,muscle tank,88200.0,104,622
2611,airbrush foundation,84600.0,21,107
2612,glitter pumps,49800.0,14,1331
2613,semi permanent eyelashes,68300.0,0,11
2614,fur gloves,38600.0,0,214
2615,braided belt,68300.0,17,386
2616,lipstick gift set,19420.0,0,58
2617,hair gloss,98500.0,8,544
2618,coin case,71700.0,2,164
2619,black swimsuit,147800.0,18,15254
2620,gunmetal watch,52800.0,0,1665
2621,burgundy lace dress,49400.0,4,171
2622,embellished jeans,57900.0,3,757
2623,suede bag,67400.0,70,11145
2624,suede leggings,36820.0,4,239
2625,slim pants,78300.0,37,15718
2626,denim pencil skirt,132100.0,26,449
2627,plus size jacket,67900.0,27,2091
2628,block heel,87500.0,198,11027
2629,chunky scarf,31730.0,5,199
2630,suit pants,73500.0,7,1754
2631,pink lace dress,116800.0,22,1299
2632,instagood,57300.0,2179,0
2633,fleece coat,42140.0,2,403
2634,maternity jacket,68500.0,0,152
2635,mens work shirts,75900.0,0,2896
2636,mens keychain,31300.0,0,348
2637,velvet jumpsuit,26980.0,10,60
2638,pointed toe heels,86200.0,6,18079
2639,aloe vera oil,74400.0,5,1686
2640,square sunglasses,92100.0,44,4956
2641,eyeshadow base,72000.0,9,176
2642,fur bag,42400.0,4,913
2643,mens harem pants,75900.0,0,31
2644,knit ties,67200.0,3,511
2645,aacta,21800.0,6,0
2646,womens bootcut jeans,50700.0,0,4131
2647,mens slide sandals,72200.0,0,1105
2648,paris fashion week,294500.0,455,20
2649,mens lace up boots,49400.0,0,5324
2650,arm cuff,174600.0,7,282
2651,sequin tank,27180.0,6,460
2652,avocado hair mask,96300.0,3,7
2653,pcas,86400.0,0,287
2654,sweater nails,17270.0,1,220
2655,velour hoodie,32400.0,2,55
2656,petite maxi dress,337700.0,1,1088
2657,sample sale,101300.0,573,70
2658,sterling silver cufflinks,72000.0,1,1530
2659,redness,73500.0,192,108964
2660,pencil eyeliner,54300.0,30,897
2661,faux leather  backpack,88400.0,0,446
2662,dragons blood,86100.0,16,89
2663,new york fashion week,299300.0,366,48
2664,cashmere dress,58100.0,5,1912
2665,capelet,84900.0,33,257
2666,compression top,93200.0,0,223
2667,fleece sweatshirt,42680.0,12,958
2668,long sweater dress,41120.0,0,726
2669,faux shearling coat,43000.0,0,1199
2670,mens v neck sweater,33200.0,0,1823
2671,d'orsay,144900.0,112,1808
2672,double breasted,82100.0,211,8230
2673,bracelet set,56500.0,62,10124
2674,mens leather vest,93400.0,0,171
2675,chubby stick,68200.0,20,66
2676,mens sport coat,62900.0,0,22304
2677,legging jeans,68700.0,19,1756
2678,dark spots,98100.0,168,1598
2679,paisley tie,84900.0,23,910
2680,mens skull rings,57400.0,0,58
2681,long robe,58400.0,4,763
2682,foundation stick,81900.0,60,186
2683,high waist shorts,259500.0,17,5939
2684,thin lips,77700.0,3,126
2685,lace shorts,337900.0,49,2683
2686,ponte leggings,51600.0,9,484
2687,mens denim shirts,73000.0,0,5554
2688,oversized t shirt,115900.0,18,691
2689,fringe bangs,71100.0,3,11
2690,gemstone ring,74100.0,16,7853
2691,cheek stain,48000.0,11,39
2692,id case,70100.0,0,831
2693,levis mens jeans,72700.0,0,762
2694,sports pants,89200.0,2,1010
2695,suede loafers,103800.0,35,3749
2696,bedspread sets,109700.0,0,62
2697,cotton sweater,46700.0,35,23896
2698,shadowing,117700.0,11,2634
2699,petite dress,121200.0,5,6194
2700,wide brim hat,154200.0,36,1257
2701,halter bikini,144100.0,48,3006
2702,asymmetrical skirt,164100.0,31,2615
2703,open toe boots,104700.0,1,3074
2704,perfume oil,88500.0,25,552
2705,contour powder,71300.0,35,570
2706,mens titanium rings,67000.0,0,410
2707,denim pants,90400.0,46,6304
2708,platinum earrings,63800.0,3,1115
2709,leather wristlet,64100.0,3,2177
2710,gray suit,90000.0,18,2525
2711,face mist,85200.0,31,324
2712,bridal gown,122100.0,172,870
2713,dress vest,63700.0,14,373
2714,brown suit,91500.0,18,448
2715,broad spectrum,60300.0,74,2708
2716,mens compression shirt,79200.0,0,223
2717,mens shawl collar sweater,29610.0,0,627
2718,suede coat,70000.0,20,1477
2719,high waisted trousers,122100.0,15,15928
2720,shirtdress,183200.0,359,8386
2721,fringe vest,113700.0,27,442
2722,full skirt,135100.0,134,2387
2723,convertible gloves,26790.0,0,31
2724,embroidered dress,123500.0,267,8302
2725,mens quilted vest,35530.0,0,553
2726,slim fit pants,95200.0,15,12795
2727,gray dress,140000.0,14,10173
2728,womens black jeans,53900.0,0,15295
2729,lip crayon,79500.0,114,237
2730,canary diamond,71400.0,0,110
2731,gypsy skirt,239200.0,6,40
2732,floral print,134600.0,858,29164
2733,crystal ring,75300.0,21,3624
2734,mens duffel bag,43000.0,0,164
2735,fringe scarf,34500.0,9,4475
2736,pattern leggings,54900.0,1,830
2737,leopard dress,124600.0,17,1601
2738,mens thermal pants,33970.0,0,224
2739,canvas shoulder bag,93300.0,2,2613
2740,pleated dress,133300.0,156,23155
2741,mens beaded bracelets,65600.0,0,760
2742,mens sterling silver rings,78600.0,0,1083
